userName,score,content,at,quarter
Francette Dunyach,1,"airbnb hide the key information ( policy cancellation, userid, amount you paid and pending to pay) while saturate you with information you don't care. Airbnb is the best way to loose money with abusive ans hidden policy",2025-05-06 02:11:00,2025Q2
Daniel Rodriguez,5,Nothing but great service for nine years.,2025-05-18 11:16:30,2025Q2
Алаин Г. (Alain),1,"-13⭐ /// Release notes: 'No information from the developer' - Nothing is simply too little... Therefore, no one can provide specific feedback on new implementations to the developer. Disappointing!",2025-05-20 07:33:42,2025Q2
David Dickerson,3,"great app, and easy service but that is when you actually get verified and domt link any bank cards to it because you'll have to wait 1 to 3 days to book at least that's what happened to me. oh and o had $300 credit he AI would let me use until 2 years later I was finally able to use it for what ever reason. but other than that I love airbnb. easy convenient and affordable.",2025-04-30 05:13:43,2025Q2
Scotty Williams,5,Great,2025-04-18 09:02:53,2025Q2
Joni Hernandez,5,very informative and covered all possible questions.,2025-05-14 06:42:00,2025Q2
Fabrício Nunes,1,"The latest update removed the feature I liked the most! A filter by type directly above the map (cabin, lake view, etc etc). Or at least I couldn't find it.",2025-05-31 04:41:03,2025Q2
Joanis Armanis,5,very good,2025-06-05 07:38:58,2025Q2
Kate Minikin,1,this app is not useable since recent update - can't put in number of guests in search function and then the search continually errors. so frustrating!,2025-06-02 01:08:50,2025Q2
Chioma Anthony,5,exceptional service,2025-05-29 20:23:51,2025Q2
Paul Houghton,5,easy to use and book your perfect getaway.,2025-04-18 18:35:57,2025Q2
I R,5,"I have used Airbnb for many years and I have to say the customer service has improved recently. On the few occasions I've had issues all were eventually resolved satisfactorily. The app itself is fantastic, great tech. I appreciated the update that offers web calling as it can be expensive to call from abroad! Great addition.",2025-04-06 17:49:41,2025Q2
Emmanuel Rai,5,Very Good,2025-05-18 01:15:17,2025Q2
Angie Clark,5,Very easy to navigate. Convenient for making reservations to anywhere.,2025-04-14 22:41:58,2025Q2
Crystal Linares,5,"Love this better than hotels, and it is my preferred way to enjoy my vacations.",2025-06-02 01:49:31,2025Q2
Carmen Addy,5,"I feel comfortable with Airbnb placing my stay for vacation, because I feel that it will be a secure and safe place for a vacation.",2025-05-11 10:01:31,2025Q2
Aris Trantidis,1,The new update is not working well,2025-05-19 22:50:15,2025Q2
Jesse Richter,5,enjoy the app very much. plan ahead as the closer to the date it costs more. I book at least a month in advance. love the option of payments as well.,2025-05-23 05:32:30,2025Q2
Febe,1,been going in circles with support... nobody seems to actually listen to what I'm saying. They seem very unwilling to actually help,2025-05-04 00:07:43,2025Q2
Igor Garcia,5,love the app.,2025-04-05 08:24:15,2025Q2
Dan Syroid,5,found a nice apartment in Paris close to Notre Dame.,2025-05-02 08:49:33,2025Q2
Carol Mariana,3,"A atualização recente está cheia de bugs, não consigo abrir as funções do app e, quando entro pelo navegador, dá mensagem ""error 500"". Por favor, corrijam isso!!!",2025-05-14 09:54:45,2025Q2
Damian Otero Morales,1,"awful experience with this app. after we booked they changed the address to another place and they didn't even tell us. we had to rebook with only a few days in advance losing all the good prices and getting something not good. they show some prices but they are not real, when you wanna book they add a lot of fees, which I found is not cool. Very bad service.",2025-05-21 02:52:56,2025Q2
amukelan_,5,easy to use and making changes,2025-05-07 22:11:46,2025Q2
Robin Hotts Art,5,I love air BNB my family and I always stay air BNB. we also have our favorite places we save and always come back to visit 😁,2025-05-04 06:30:09,2025Q2
Mirinda Venter,5,Always a pleasure using this app.,2025-04-14 20:24:59,2025Q2
jihane eddemni,1,this app protects hosts more than renters a host left a bad review full of lies and i showed them proof but it wasn't removed. We also canceled a trip because his house was super dirty and not as shown on pictures no refund for the stay avoid the app and use hotels instead,2025-05-27 01:53:17,2025Q2
D. Co.,5,We visited our family from out of state. They had a very nice air bnb. Fox Trot. Simply beautiful. Amenities were excellent. ❤️ 😍,2025-05-19 05:00:21,2025Q2
Karen Abernathy,5,I've been on 11 trips with Airbnb. I have no complaints about any of them.,2025-06-02 00:26:33,2025Q2
Sanjiv Kumar,5,Always positive experience,2025-05-22 17:58:45,2025Q2
Andi Madeira,1,"After 9 years on Airbnb, I learned that Airbnb does NOT protect you against bad hosts. Airbnb does NOT honor their own policies to protect individuals who have been in some way manipulated and wronged. Their very policies are there to protect the ones who don't follow the rules. Just know, this company does NOT have your back in the event something goes wrong or someone takes advantage of you.",2025-05-09 23:42:49,2025Q2
Juancarlos Leon,4,almost 90% of the descriptions of the places we are looking,2025-05-29 05:21:44,2025Q2
Carlos A.,2,"This app is so glitchy. For being such a big company, you think they would make the android app better. I see it works great on Apple,but sucks for Android. I have the new Samsung Galaxy Ultra and the app constantly needs updates. As a Host, I am no longer able to see Similar Listings on the Map; I cannot insert ""Guests First Name"" on templates w/out it auto deleting; when I type, for some weird reason it does not pick up every other word I'm typing in messaging or on templates. 👎",2025-04-30 01:49:23,2025Q2
Devansh,5,"I normally don't write reviews for applications, but Airbnb's service made me do that. So, I booked an Airbnb and had some issues with that booking. I contacted the Airbnb support team. Mannn, I must say I've never experienced such great service. So polite, well-behaved, amazing listener, ready to help always. @Airbnb, your support team deserves a raise. Great work! 👏❤️",2025-04-07 03:58:58,2025Q2
Lori Napier,5,"I have been enjoying Airbnb app and stays for a seven years now. It is a wonderful way to stay somewhere that has excellent hosts, not big chain hotels, and value for money. You get to use filters and find exactly what you are looking for as your home away from home.",2025-04-15 10:14:09,2025Q2
Liana Shengeliia,2,Does anyone know where the price-s filter is now? The fact I can't find it super annoying.,2025-04-28 19:38:39,2025Q2
J G K,1,not so great options available in places.,2025-05-28 20:53:15,2025Q2
Tony Clarke,1,"awful experience trying to pay, it took an hour just to make payment. awful!",2025-05-30 04:06:01,2025Q2
subhash Mann,4,Nice app and help to people.,2025-05-24 12:15:55,2025Q2
Shannon Knerr,1,horrible. glad I don't use it for my air bnb,2025-05-29 23:09:50,2025Q2
Al Gal,5,Booking on the app works pretty smooth.,2025-04-06 16:22:31,2025Q2
Ghost Shooter,5,the only app I use when travelling,2025-04-25 07:18:00,2025Q2
Christopher Kearns,5,"very awkward at first, but I hope everything is done now.",2025-05-15 04:09:41,2025Q2
Fejer Eniko,1,The only app that aggressively requires to be updated every other day.,2025-04-30 17:39:36,2025Q2
Demetris Zavorotnitsienko,2,The new interface is horrible. The updated calendar renders the app unusable. Had to unlist my Experience since I can't even see what days I have available anymore without having to check each day individually. FIX IT!,2025-05-22 03:33:35,2025Q2
Amber Fernandez,5,love love love,2025-04-13 04:29:36,2025Q2
Reenah de Jesus,5,convenient,2025-04-06 19:29:12,2025Q2
Jack Pastuszko,5,"A world of options, easy to use",2025-04-28 07:23:11,2025Q2
MrTeeup15,5,Great app and customer service,2025-04-26 06:13:36,2025Q2
cαkєcrαvíngs,1,zero,2025-06-05 15:40:00,2025Q2
Swapnil Padvi,5,good,2025-04-19 10:32:30,2025Q2
Ozai XIV,2,The app sucks now after the update. Shows 5days stay by default when viewing by map.,2025-05-22 20:22:15,2025Q2
sarah lee,5,love it,2025-05-21 10:10:11,2025Q2
HCWS LLC,5,"I love Airbnb!! Affordable, reliable and always get more than your money's worth!!",2025-04-12 03:56:49,2025Q2
Abhishek kumar,5,nice,2025-04-12 06:49:58,2025Q2
Renet Leger,5,"Excellentapp! Fast, reliable and effective I recommend it",2025-05-24 07:27:24,2025Q2
Dennis Butler,5,great,2025-04-26 22:23:32,2025Q2
Evance Oduor,5,Perfect for someone who travels a lot like me.,2025-05-09 06:18:32,2025Q2
Mate Acs,1,With the latest update its an absolute garbage.,2025-05-25 11:36:48,2025Q2
cindy vergara,5,was very easy,2025-04-08 09:17:01,2025Q2
Diego Madrid,2,"nose como lo hacen pero cada actualización hace peor s la app, felicidades",2025-06-01 03:37:55,2025Q2
Michelle Alvarez,5,I LOVE THIS APP,2025-05-04 04:14:59,2025Q2
Michelle Balbastre,4,love the convenience,2025-04-04 13:13:30,2025Q2
A Google user,5,"Simple, Clear, and Easy.",2025-06-06 00:41:27,2025Q2
Jim Latsch,3,"like the app, Hate the Nag screens! go ahead, keep nagging me to complete my profile, I'll uninstall over this! This is an app run amok! I just completed my profile for...a...Nag Scre...Ag...must uninstall....",2025-04-18 20:54:30,2025Q2
amita khandekar,5,easy to find the places continent booking process always very good experience with Airbnb,2025-05-13 06:38:41,2025Q2
Andy Dunn,5,good,2025-06-06 08:09:54,2025Q2
Lamor Gatenio,5,never any issues. always consistent.,2025-04-19 02:33:15,2025Q2
Mark Curtis,5,Easy to use and large variety.,2025-04-27 08:56:00,2025Q2
Sandy Gotch,5,I loved it there it's quiet and nice and comfy I will be going back soon it is worth it trust,2025-05-02 05:41:02,2025Q2
Bobbie Vaughn,5,awsome,2025-05-16 05:48:43,2025Q2
Chris P,5,Easy to use. Lots of descriptions and details about hosts. Have always gotten a nice place.,2025-04-16 21:00:56,2025Q2
Foreign World,5,Air bnb made things right after a last minute cancelation. I appreciate the support. Thank you Allan,2025-05-28 04:56:16,2025Q2
Val Baker,5,easy to use!!,2025-04-07 04:31:21,2025Q2
Mahesh,1,They need to upgrade their payment method. Taking so much time to refund the amount. I have booked property on 10th may. due to account verification they have cancelled my booking. but my question is if your app needs verification to book the property then why did you charge before verification? and we are living in 2025 but this app features are from 80s. I contacted customer care so many times but even they don't know the solution. only solution is to wait until it is credited. not recommend,2025-05-16 22:05:18,2025Q2
Sharwari Kambli,5,Fantastic,2025-04-21 14:33:28,2025Q2
Dimitrip,5,loving it 😍 ❤️,2025-04-03 22:44:06,2025Q2
Julie Lewis,5,"quick, easy",2025-04-08 05:27:52,2025Q2
Marvet Okonoboh,5,I always love using this app. very helpful,2025-05-17 19:16:06,2025Q2
Ed Solsky,5,very easy to manage,2025-04-26 23:11:11,2025Q2
Jenny Fox,5,I've been using this for years and have always had a good experience.,2025-05-27 03:24:03,2025Q2
Denis Alejandro Jimenez Freire,5,the best,2025-05-11 04:26:30,2025Q2
michael kinnear,4,new user so far so good!,2025-04-03 20:25:03,2025Q2
Nestor Irizarry,1,Terrible Customer Service! They do nothing to help if something is wrong with the Airbnb and the people they do have to assist either do not use common sense or do not understand the situation.,2025-06-08 06:54:35,2025Q2
MrSinned79,5,easy to use,2025-04-03 19:33:10,2025Q2
Olivia Elkovich,1,"The most recent update is horrible. The app is no longer easy to explore nor fun. The removal of the different categories is such a disappointment. We would sometimes use that to plan our trips! I don't even like opening the app anymore because it's just a let down instead of a way to ""escape"" and plan the next adventure.",2025-06-07 10:37:35,2025Q2
Amanda Stephens,4,user-friendly,2025-05-22 07:16:47,2025Q2
Irazema Salazar,5,Absolutely love Airbnb. I can reserve listing for vacation without feeling nervous about where my money is going!! The features on the app are easy to understand and the look of the app is clean and up to date.,2025-05-31 02:01:07,2025Q2
Siti Hazreena Tajul Hasnan,5,easy finding and booking. no hidden charge in the payment.,2025-04-02 20:33:22,2025Q2
John Harris,5,great for finding cozy value for money cottages,2025-05-07 02:17:05,2025Q2
Sourabh Sharma,5,what an amazing UX revamp Airbnb has done for its app!.,2025-06-01 21:18:07,2025Q2
Smangele Mkhize,2,Very slow in uploading pictures,2025-05-31 05:54:54,2025Q2
Tony Kojeszewski,5,My wife and I were able to find what we needed with ease. Would rate our experience 10/10!!,2025-04-08 21:30:09,2025Q2
phil mars,1,map only sometimes works,2025-05-05 07:25:03,2025Q2
ANGELA STATTS,5,love this app so far I've had nothing but great experiences.,2025-05-10 20:56:38,2025Q2
Yvonne Renae Williams,5,Excellent customer service. I appreciate that you're able to communicate with the owners to resolve any concerns or negotiate a better price.,2025-04-02 21:20:16,2025Q2
Jocelyn Herrera,5,great.has many options included,2025-04-03 02:10:00,2025Q2
Lorna Parker,5,plenty of choice to suit all budgets,2025-05-12 21:35:18,2025Q2
Deb Loiselle,1,The app doesn't seem to be working. I put in search criteria and it disappears after pressing search and is reverts to prior trips. I have a Galaxy 22+. Android 15,2025-05-26 22:42:53,2025Q2
Kylee Dannelley,1,got hacked. the hacker changed everything. called Airbnb and they said it was their account now I can't do anything about it. had all my card numbers and places ive been. Will never use this app again.,2025-06-03 23:47:00,2025Q2
AAZIZ EL AFIF,5,I like Airbnb for it's credibility.,2025-05-07 19:09:03,2025Q2
Jimmy Will,5,great,2025-04-16 09:16:35,2025Q2
E,4,Can't choose heic photos from Gallery on Samsung to attach.,2025-06-02 02:30:11,2025Q2
Vivian Cottrell,5,"easy to use. map of the area allows us to determine where to dine, shop, or visit",2025-04-02 04:50:39,2025Q2
gee bee,1,"Inconsiderate. you became apart of the problem ,also not because the courts say it is doesn't make it true. I never would've thought I'd be one of the innocent that get screwed. you really don't know till you're the one wearing the shoe.",2025-05-21 00:38:28,2025Q2
